Sign Account,Street Number,Street Name,Size (LxW),Location Description (if no address),X Coordinate,Y Coordinate,Sign Type,Sign Technology,Sign Face Direction,Illumination,Sign Owner,Sign Owner Identifier,Context Picture Hyperlink,Ward_ID
27-087,595,BAY ST,553.42 m²,unknown,314343.46,4834941.77,Wall,STATIC,E,No Illumination,CLEAR CHANNEL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88fhm8cjcpf&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299239&phx=0&phy=0&phscl=1&encType=1,27
27-088,348,YONGE ST,unknown,unknown,314315.92,4835117.83,Roof,STATIC,SE,Up,CBS,5550,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88rjk8cjc1b&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299650&phx=0&phy=0&phscl=1&encType=1,27
27-089,415,YONGE ST,unknown,unknown,314317.98,4835304.15,Wall,STATIC,S,No Illumination,STRATEGIC MEDIA,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r890y68cjbb0&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299647&phx=0&phy=0&phscl=1&encType=1,27
27-093,55,ELM ST,unknown,Convenience Address of 650 Bay Street,314113.01,4835006.74,Wall,STATIC,S,No Illumination,TITAN,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88j5p8cj519&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299118&phx=0&phy=0&phscl=1&encType=1,27
27-094,100,DUNDAS ST W,10 x 20,Convenience Address of 604 Bay Street,314137.47,4834885.83,Wall,STATIC,N,Backlit,CBS,8611,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88bf08cj5jc&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299239&phx=0&phy=0&phscl=1&encType=1,27
27-095,1,DUNDAS ST W,18.5 m²,unknown,314351.46,4834877.74,Wall,VDB,NW,Backlit,TORONTO EATON CENTRE,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88b6y8cj7fw&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299108&phx=0&phy=0&phscl=1&encType=1,27
27-096,101,BAY ST,unknown,unknown,314162.57,4834832.33,Pedestal,STATIC,unknown,Backlit,PATTISON,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r888hc8cj6nx&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299239&phx=0&phy=0&phscl=1&encType=1,27
27-097,80,CHESTNUT ST,unknown,unknown,314013.49,4834667.95,Pedestal,STATIC,unknown,Backlit,PATTISON,315030-3,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r880s08cj0qv&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299119&phx=0&phy=0&phscl=1&encType=1,27
27-098,80,CHESTNUT ST,unknown,unknown,313954.01,4834625.44,Pedestal,STATIC,unknown,Backlit,PATTISON,315906-9,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r885068chztv&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299943&phx=0&phy=0&phscl=1&encType=1,27
27-099,80,CHESTNUT ST,unknown,unknown,314001.11,4834681.74,Pedestal,STATIC,unknown,Backlit,PATTISON,315034-7,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8832y8cj22d&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299943&phx=0&phy=0&phscl=1&encType=1,27
27-100,80,CHESTNUT ST,unknown,unknown,313994.29,4834731.91,Pedestal,STATIC,unknown,Backlit,PATTISON,31591-8,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r886758cj1w6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299943&phx=0&phy=0&phscl=1&encType=1,27
27-101,81,BOND ST,12 x 16,unknown,314650.85,4834902.74,Ground,STATIC,W,Up,PATTISON,0240B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88d2t8cjmv8&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299652&phx=0&phy=0&phscl=1&encType=1,27
27-101,81,BOND ST,12 x 16,unknown,314650.85,4834902.74,Ground,STATIC,E,Up,PATTISON,0240A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88fcq8cjncd&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299241&phx=0&phy=0&phscl=1&encType=1,27
27-102,81,BOND ST,unknown,unknown,314650.85,4834930.39,Pedestal,STATIC,unknown,Backlit,PATTISON,316601-4,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88csx8cjm47&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299649&phx=0&phy=0&phscl=1&encType=1,27
27-103,91,DUNDAS ST E,10 x 20,unknown,314673.01,4834920.24,Roof,STATIC,W,Up,CBS,3027,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88f6v8cjpp3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299652&phx=0&phy=0&phscl=1&encType=1,27
27-103,91,DUNDAS ST E,10 x 20,unknown,314673.01,4834920.24,Roof,STATIC,E,Up,CBS,1927,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88fbb8cjppv&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298789&phx=0&phy=0&phscl=1&encType=1,27
27-104,134,DUNDAS ST E,10 x 20,unknown,314783.29,4834994.91,Wall,TRIVISION,E,Up,PATTISON,0096ABC,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88hs78cjsp4&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298794&phx=0&phy=0&phscl=1&encType=1,27
27-106,219,DUNDAS ST E,10 x 20,unknown,315049.67,4835060.33,Ground,STATIC,N,Up,CBS,1938,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88n268ck0rk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298801&phx=0&phy=0&phscl=1&encType=1,27
27-106,219,DUNDAS ST E,10 x 20,unknown,315049.67,4835060.33,Ground,STATIC,N,Up,CBS,1937,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88mwj8ck0pr&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298793&phx=0&phy=0&phscl=1&encType=1,27
27-107,219,DUNDAS ST E,unknown,unknown,315030.33,4835127.0,Pedestal,STATIC,unknown,Backlit,PATTISON,317001-4,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88py38ck0jx&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298793&phx=0&phy=0&phscl=1&encType=1,27
27-108,218,DUNDAS ST E,unknown,unknown,314922.92,4834792.83,Pedestal,STATIC,unknown,Backlit,PATTISON,316901-4,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88n9s8ck0rn&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298793&phx=0&phy=0&phscl=1&encType=1,27
27-109,85,SHUTER ST,10 x 20,unknown,314873.95,4834752.83,Wall,STATIC,E,Down,PATTISON,0615A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r887xy8cjxcn&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298799&phx=0&phy=0&phscl=1&encType=1,27
27-110,30,MUTUAL ST,unknown,unknown,314873.95,4834752.83,Pedestal,STATIC,unknown,Backlit,PATTISON,320231-4,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r886hz8cjvwk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299688&phx=0&phy=0&phscl=1&encType=1,27
27-111,30,MUTUAL ST,10 x 20,unknown,314873.95,4834752.83,Ground,STATIC,E,Up,PATTISON,0480A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r886hz8cjvwk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299688&phx=0&phy=0&phscl=1&encType=1,27
27-111,30,MUTUAL ST,10 x 20,unknown,314873.95,4834752.83,Ground,STATIC,W,Up,PATTISON,0480B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r886hz8cjvwk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299688&phx=0&phy=0&phscl=1&encType=1,27
27-112,30,MUTUAL ST,unknown,unknown,314980.04,4834630.79,Pedestal,STATIC,unknown,Backlit,PATTISON,320209-12,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r886dz8cjvfd&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299688&phx=0&phy=0&phscl=1&encType=1,27
27-113,93,DAVENPORT RD,10 x 50,unknown,313527.89,4836844.24,Wall,STATIC,N,Up,STRAGETIC MEDIA,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c1808chmm0&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298312&phx=0&phy=0&phscl=1&encType=1,27
27-114,518,CHURCH ST,33 x 30,unknown,314414.97,4835814.98,Wall,STATIC,S,No Illumination,TITAN,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r89nzh8cjfd8&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298188&phx=0&phy=0&phscl=1&encType=1,27
27-115,186,JARVIS ST,unknown,unknown,314905.65,4834902.24,Pedestal,STATIC,unknown,Backlit,IMA OUTDOOR,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r89mg58cjgwx&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298570&phx=0&phy=0&phscl=1&encType=1,27
27-116,615,YONGE ST,71.48 m²,unknown,314055.73,4836116.33,Wall,STATIC,N,No Illumination,TITAN,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r89w628cj32q&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298513&phx=0&phy=0&phscl=1&encType=1,27
27-117,659,YONGE ST,19.2 x 27.7,unknown,314014.39,4836249.24,Wall,STATIC,N,No Illumination,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8b31k8cj1cv&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298517&phx=0&phy=0&phscl=1&encType=1,27
27-118,387,BLOOR ST E,24 x 50,Facing East,314665.7,4836668.33,Wall,STATIC,E,No Illumination,TITAN,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8btry8cjntk&style=b&lvl=1&tilt=-90&dir=0&alt=-1000&scene=28298930&phx=0&phy=0&phscl=1&encType=1,27
27-120,0,NORTH TORONTO SUB,10 x 20,"South side of rail tracks, west side of Yonge Street, just north of Marlborough Street",313549.65,4837659.83,Ground,STATIC,SE,Up,CBS,2184,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8d3ss8chnfp&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&phx=0&phy=0&phscl=1&scene=28297713&encType=1,27
27-121,696,YONGE ST,unknown,unknown,313986.29,4836211.07,Wall,VDB,S,Backlit,THE CHURCH OF SCIENTOLOGY,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8b5ht8cj0s2&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298517&phx=0&phy=0&phscl=1&encType=1,27
27-122,121,DUNDAS ST W,20 x 35,unknown,314115.41,4834830.8,Wall,MURAL,E,unknown,TITAN,unknown,http://www.bing.com/maps/default.aspx?v=2&FORM=LMLTCC&cp=r8898k8cj4wx&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298705&phx=0&phy=0&phscl=1&where1=121%20Dundas%20west%2C%20Toronto&encType=1,27
27-123,1319,BAY ST,10 x 20,In parking lot,313615.73,4836738.6,Ground,STATIC,S,Backlit,CBS,8605,http://www.bing.com/maps/default.aspx?v=2&FORM=LMLTCC&cp=r8bx6n8chqbx&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28300045&phx=0&phy=0&phscl=1&encType=1,27
27-124,460,JARVIS ST,18.3 m x 10.7 m,unknown,314587.23,4835989.39,Wall,MURAL,S,No Illumination,TITAN,unknown,http://www.bing.com/maps/default.aspx?v=2&FORM=LMLTCC&cp=r89xtp8cjmdb&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&phx=0&phy=0&phscl=1&scene=28298190&encType=1,27
27-125,151,BLOOR ST W,unknown,unknown,313387.65,4836326.97,Wall,MURAL,N,No Illumination,ABCON MEDIA,unknown,http://www.bing.com/maps/default.aspx?v=2&FORM=LMLTCC&cp=r8b99r8chhpm&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&phx=0&phy=0&phscl=1&scene=28298917&encType=1,27
27-127,512,CHURCH ST,10 x 20,unknown,314421.36,4835826.5,Ground,STATIC,N,Backlit,CBS,8566,http://www.bing.com/maps/?v=2&cp=r89n678cjfsd&scene=28298570&lvl=2&sty=b&where1=512%20Church%20St%2C%20Toronto%2C%20ON%20M4Y,27
27-128,443,UNIVERSITY AVE,20 x 25,unknown,313484.8,4834748.89,Wall,MURAL,S,No Illumination,TITAN,unknown,http://www.bing.com/maps/default.aspx?v=2&FORM=LMLTCC&cp=r884yk8chxk4&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299648&phx=0&phy=0&phscl=1&where1=443%20UNIVERSITY%20AVE&encType=1,27
27-132,56,WELLESLEY ST W,unknown,unknown,313852.23,4835887.47,Pedestal,STATIC,unknown,Backlit,PATTISON,34,"http://www.bing.com/maps/?v=2&cp=r89q0v8chxzh&scene=28298486&lvl=1&sty=b&ss=yp.56%20wellesley%20West%2C%20Toronto~pg.1~rad.0,201130305488791",27
27-134,171,DUNDAS ST W,10 x 20,unknown,313964.55,4834802.87,Roof,TRIVISION,NE,Down,CBS,6283,http://www.bing.com/maps/?v=2&cp=r888308cj0t8&scene=28299121&lvl=2&sty=b&where1=171%20Dundas%20St%20W%2C%20Toronto%2C%20ON%2C%20M5G,27
27-135,148,CUMBERLAND ST,5 m x 5 m,unknown,313407.97,4837006.15,Wall,STATIC,E,No Illumination,MEGAPOSTER,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bgkk8chj4s&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298917&phx=0&phy=0&phscl=1&encType=1,27
27-136,19,YORKVILLE AVE,18 m²,unknown,0.0,0.0,Wall,STATIC,E,unknown,MEGAPOSTER,unknown,unknown,27
27-137,219,DUNDAS ST E,10 x 20,unknown,315049.67,4835060.33,Ground,STATIC,N,Up,CBS,1937,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88mwj8ck0pr&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298793&phx=0&phy=0&phscl=1&encType=1,27
27-081,17,GOULD ST,122.63 m²,unknown,314469.79,4834946.24,Wall,STATIC,SW,No Illumination,BENTALL KENNEDY LP,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88hmc8cjfn3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299117&phx=0&phy=0&phscl=1&encType=1,27
27-082,10,DUNDAS ST E,223 m²,unknown,314426.19,4834964.74,Wall,VDB,SW,Down,BENTALL KENNEDY LP,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88hmc8cjfn3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299117&phx=0&phy=0&phscl=1&encType=1,27
27-138,17,GOULD ST,344.21 m²,unknown,314469.79,4834946.24,Wall,STATIC,S,No Illumination,BENTALL KENNEDY LP,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88hmc8cjfn3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299117&phx=0&phy=0&phscl=1&encType=1,27
27-139,10,DUNDAS ST E,388.52 m²,unknown,314426.19,4834964.74,Wall,STATIC,S,No Illumination,BENTALL KENNEDY LP,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88hmc8cjfn3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299117&phx=0&phy=0&phscl=1&encType=1,27
27-140,10,DUNDAS ST E,125 m²,unknown,314426.19,4834964.74,Wall,STATIC,S,Up,BENTALL KENNEDY LP,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88hmc8cjfn3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299117&phx=0&phy=0&phscl=1&encType=1,27
27-141,10,DUNDAS ST E,273.13 m²,unknown,314426.19,4834964.74,Wall,TRIVISION,SW,Backlit,BENTALL KENNEDY LP,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88hmc8cjfn3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299117&phx=0&phy=0&phscl=1&encType=1,27
27-142,10,DUNDAS ST E,133.78 m²,unknown,314426.19,4834964.74,Wall,STATIC,S,No Illumination,BENTALL KENNEDY LP,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88hmc8cjfn3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299117&phx=0&phy=0&phscl=1&encType=1,27
27-143,10,DUNDAS ST E,230 m²,unknown,314417.01,4834964.74,Wall,STATIC,NW,No Illumination,BENTALL KENNEDY LP,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r88gct8cj9rf&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298702&phx=0&phy=0&phscl=1&encType=1,27
27-144,878,YONGE ST,Pedestal,unknown,314650.85,4834930.39,Pedestal,STATIC,unknown,No Illumination,PATTISON,unknown,unknown,27
27-145,15,GRENVILLE ST,Pedestal,unknown,314108.29,4835545.65,Pedestal,STATIC,E,No Illumination,PATTISON,unknown,unknown,27
27-146,664,YONGE ST,10 x 20,unknown,314587.23,4835989.39,Roof,STATIC,S,Up,PATTISON,unknown,unknown,27
27-147,15,WELLESLEY ST W,Pedestal,unknown,313387.65,4836326.97,Pedestal,STATIC,unknown,No Illumination,PATTISON,unknown,unknown,27
27-149,885,YONGE ST,1020 sq. ft.,unknown,313088.33,4837169.75,Wall,STATIC,N,No Illumination,RCC,unknown,unknown,27
27-150,2,BLOOR ST W,20 m²,unknown,313088.33,4837169.75,Wall,STATIC,S,No Illumination,IMA OUTDOOR,unknown,unknown,27
27-151,211,YONGE ST,37.16 m²,unknown,314421.36,4835826.5,Wall,STATIC,N,No Illumination,211-219 YONGE ST. LTD.,unknown,unknown,27
26-001,0,NORTH YORK,10 x 20,On railway tracks on Eglinton Ave. E just east of Leslie St.,317052.79,4841815.67,Ground,STATIC,NE,Up,ASTRAL,537,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kqzt8cmyk7&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287070&phx=0&phy=0&phscl=1&where1=800%20EGLINTON%2C%20toronto&encType=1,26
26-002,800,EGLINTON AVE E,10 x 20,unknown,315518.74,4841267.32,Roof,STATIC,E,Up,CBS,2930,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8k0mf8ckg2z&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287365&phx=0&phy=0&phscl=1&where1=800%20EGLINTON%2C%20toronto&encType=1,26
26-002,800,EGLINTON AVE E,10 x 20,unknown,315518.74,4841267.32,Roof,STATIC,W,Up,CBS,1188,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8k12w8ckhgm&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287261&phx=0&phy=0&phscl=1&where1=800%20EGLINTON%2C%20toronto&encType=1,26
26-003,250-256,LAIRD DR,12 x 16,Southwest corner of Eglinton Avenue East and Laird Drive,315644.33,4841273.2,Roof,STATIC,E,Up,ASTRAL,240,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8k07n8ckk8d&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287365&phx=0&phy=0&phscl=1&where1=250%20LAIRD%2C%20toronto&encType=1,26
26-003,250-256,LAIRD DR,12 x 16,Southwest corner of Eglinton Avenue East and Laird Drive,315644.33,4841273.2,Roof,STATIC,W,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8jzzy8ckmm5&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287360&phx=0&phy=0&phscl=1&where1=250%20LAIRD%2C%20toronto&encType=1,26
26-004,660,EGLINTON AVE E,10 x 40,unknown,314704.55,4841066.17,Roof,STATIC,NE,Up,CBS,4123,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8jqn38cjrkm&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287166&phx=0&phy=0&phscl=1&where1=660%20EGLINTON%2C%20toronto&encType=1,26
26-004,660,EGLINTON AVE E,10 x 40,unknown,314704.55,4841066.17,Roof,STATIC,N,Up,CBS,4124,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8jqn38cjrkm&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287166&phx=0&phy=0&phscl=1&where1=660%20EGLINTON%2C%20toronto&encType=1,26
26-005,660,EGLINTON AVE E,10 x 40,unknown,314704.55,4841066.17,Roof,STATIC,E,Up,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8jqn38cjrkm&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287356&phx=0&phy=0&phscl=1&where1=660%20EGLINTON%2C%20toronto&encType=1,26
26-006,1735,BAYVIEW AVE,10 x 20,unknown,314773.06,4840751.01,Roof,STATIC,N,Up,CBS,6148,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8j86j8cjtdp&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287169&phx=0&phy=0&phscl=1&where1=1739%20BAYVIEW%2C%20toronto&encType=1,26
26-006,1735,BAYVIEW AVE,10 x 20,unknown,314773.06,4840751.01,Roof,TRIVISION,N,Up,CBS,6148,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8j86j8cjtdp&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287169&phx=0&phy=0&phscl=1&where1=1739%20BAYVIEW%2C%20toronto&encType=1,26
26-007,1600,BAYVIEW AVE,10 x 20,unknown,314819.53,4840458.64,Roof,STATIC,S,Up,CBS,2926,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8hxbh8cjtrt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287599&phx=0&phy=0&phscl=1&where1=1600%20BAYVIEW%2C%20toronto&encType=1,26
26-008,1571-1573,BAYVIEW AVE,10 x 20,unknown,314862.39,4840425.41,Roof,STATIC,E,Up,CBS,5758,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8htsv8cjwxy&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287559&phx=0&phy=0&phscl=1&where1=1571%20BAYVIEW%2C%20toronto&encType=1,26
26-008,1571-1573,BAYVIEW AVE,10 x 20,unknown,314862.39,4840425.41,Roof,STATIC,S,Up,CBS,5757,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8hwdf8cjwv9&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287517&phx=0&phy=0&phscl=1&where1=1571%20BAYVIEW%2C%20toronto&encType=1,26
26-009,1519 A,BAYVIEW AVE,10 x 20,unknown,314901.01,4840292.88,Roof,STATIC,N,Up,CBS,3336,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8hnhg8cjxzt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287560&phx=0&phy=0&phscl=1&where1=1519%20BAYVIEW%2C%20toronto&encType=1,26
26-009,1519 A,BAYVIEW AVE,10 x 20,unknown,314901.01,4840292.88,Roof,STATIC,S,Up,CBS,3337,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8hptx8cjxwx&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287517&phx=0&phy=0&phscl=1&where1=1519%20BAYVIEW%2C%20toronto&encType=1,26
26-010,1619-1621,BAYVIEW AVE,12 x 16,unknown,314835.36,4840527.54,Roof,STATIC,N,Up,ASTRAL,242,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8hz2m8cjvt0&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287559&phx=0&phy=0&phscl=1&where1=1621%20BAYVIEW%2C%20toronto&encType=1,26
26-010,1619-1621,BAYVIEW AVE,12 x 16,unknown,314835.36,4840527.54,Roof,STATIC,S,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8j0v08cjvz6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287517&phx=0&phy=0&phscl=1&where1=1621%20BAYVIEW%2C%20toronto&encType=1,26
26-011,1213,BAYVIEW AVE,14 x 48,Northeast corner of Bayview Avenue and Moore Avenue,315138.13,4839452.14,Roof,STATIC,W,Up,CBS,4043,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8gjvh8ck3tz&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28291116&phx=0&phy=0&phscl=1&where1=1213%20BAYVIEW%2C%20toronto&encType=1,26
26-012,1073 A,MILLWOOD RD,10 x 20,unknown,316037.65,4840091.26,Ground,STATIC,SE,Up,CBS,2934,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8hcws8ckyvf&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28289897&phx=0&phy=0&phscl=1&encType=1,26
26-012,1073 A,MILLWOOD RD,10 x 20,unknown,316037.65,4840091.26,Ground,STATIC,NW,Up,CBS,2933,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8hdb48ckzht&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287610&phx=0&phy=0&phscl=1&encType=1,26
26-013,0,BELLEVILLE SUBD,10 x 20,"On railway tracks on Millwood Rd., just northwest of Redway Rd.",316115.13,4840025.75,Ground,STATIC,N,Up,CBS,1196,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8h92j8cm16v&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287605&phx=0&phy=0&phscl=1&encType=1,26
26-014,0,BELLEVILLE SUBD,10 x 20,"On railway tracks on Millwood Rd., just northwest of Redway Rd. (1030 Milwood Rd.)",316183.18,484003.98,Ground,STATIC,S,Up,PATTISON,306,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8h9qq8cm45d&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287610&phx=0&phy=0&phscl=1&encType=1,26
26-014,0,BELLEVILLE SUBD,10 x 20,"On railway tracks on Millwood Rd., just northwest of Redway Rd. (1030 Milwood Rd.)",316183.18,484003.98,Ground,STATIC,N,Up,PATTISON,305,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8h9qq8cm45d&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287610&phx=0&phy=0&phscl=1&encType=1,26
